ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
HYDHTCTE-2306219,West,Arizona,Phoenix Midtown,"P2 cafeteria, Ramji counter near 2 no's cealing tiles broken please replace the tiles","P2 cafeteria, Ramji counter near 2 no's cealing tiles broken please replace the tiles",Cafeteria,,Asset,2023-10-09,Mobile_App,Request,Fixtures & Fittings *,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-10-10,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-10
CHETA3TE-2308771,South,Florida,Miami Downtown,"UGF ODC -9 LRR W/C no. 1,8 flach tank not working to be rectified in the issue by. VELU.","UGF ODC -9 LRR W/C no. 1,8 flach tank not working to be rectified in the issue by. VELU.",BLK2,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-09,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-10
CHNOZOTE-2305319,South,Florida,Miami South,Need door locker,Need locker,ODC,,Asset,2023-10-09,One_Campus,Request,Lock and key *,Door Locks*,Closed,High,2023-10-09,Ozone Soft Service Team,bm,Reactive,5F (LW),Within SLA,2023-10-10
CHNCAMTE-2313715,South,Florida,Miami Central,SMBWA,Found fungal formation at tower-1 terrace,T1,,Asset,2023-10-09,Web,Request,QHSE*,QHSE Soft service*,Open,Normal,,HCL CHN - Soft Service Team,bm,Proactive,T1,SLA Elapsed,2023-10-11
BLRMTPTE-2303829,South,Texas,Dallas Uptown,Hand wash area paint mark need to bee clean,Hand wash area paint mark need to bee clean,WB,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,C4,Within SLA,2023-10-10
CHNOZOTE-2305550,South,Florida,Miami South,Odc 11 to 18 need to week end deep cleaning,Odc 11 to 18 need to week end deep cleaning,6F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
PUNQBXTE2302949,South,Tennessee,Nashville West End,Ac grill need to b clean,Ac grill need to b clean,Network Room,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Air Vents*,Closed,High,2023-10-09,Qubix-Soft Sevice Team,bm,Proactive,QS IT-05,Within SLA,2023-10-10
CHNCAMTE-2313742,South,Florida,Miami Central,Plumbing*,There's leakage in EWC # 3 Health faucet gun hose. at  TOWER 3 / Third Floor / Left Wing / GENTS REST ROOM,GRR 1,,Asset,2023-10-09,Email,Request,Plumbing*,Health - Faucet / Taps / Damage*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,LW,SLA Elapsed,2023-10-10
BLRECOTE2303539,South,Texas,Dallas Downtown,Hoysala room chair handle fixed properly,Hoysala room chair handle fixed properly,Meeting room (Hoysala),,Asset,2023-10-09,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-10-09,ECO-Soft Service Team,bm,Proactive,HCL - Sankalp ECO,Within SLA,2023-10-10
CHNCAMTE-2313766,South,Florida,Miami Central,Plumbing*,ODC # 401C damaged frosted glass film need to be replaced at  TOWER 3 / Fourth Floor / Right Wing,RW,,Asset,2023-10-09,Email,Request,Plumbing*,Sinks*,Open,High,,HCL CHN - M&E Team,bm,Proactive,RW,SLA Elapsed,2023-10-10
MDUELCTE-2306676,West,California,San Francisco Downtown,Tower-3 1st floor LRR left side tap not working.,Tower-3 1st floor LRR left side tap not working.,F1(T3),,Asset,2023-10-09,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-11,MDU-Soft Service Team,bm,Proactive,Tower3,Within SLA,2023-10-11
PUNAMBTE2306205,West,Arizona,Phoenix North,1st floor polygon room to warm,1st floor polygon room to warm,Polygon Room,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
BLRJIGTE-2306157,South,Texas,Austin South,Electrical*,"Tower Ôø? 1, 4Th floor, ODC 1C Hub room light panel not working.",ODC 1C,,Asset,2023-07-21,Email,Complaint,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-09,Jigini-Electrical Team,bm,Proactive,W-B (T1),Within SLA,2023-10-10
PUNAMBTE2306202,West,Arizona,Phoenix North,2nd floor Gp01-02-01-w-05 to cool,2nd floor Gp01-02-01-w-05 to cool,Work Station,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Cool*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
CHNOZOTE-2305553,South,Florida,Miami South,Floor mat need to week end deep cleaning,Floor mat need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
AN43TE-2305433,West,Arizona,Phoenix Camelback East,Need to be weekly dusting cleaning in HVAC-02 panel.,Need to be weekly dusting cleaning in HVAC-02 panel.,ER,,Asset,2023-10-15,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-15,ElectroMechanical Team,bm,Proactive,NSLTZ,Within SLA,2023-10-16
VIJSEZTE-2306107,South,Tennessee,Nashville Green Hills,3rd floor odc-3 w/s -9 cable raseway loose,3rd floor odc-3 w/s -9 cable raseway loose,MEDHA TOWER,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-15
HCLCESTE-2304660,South,Texas,Austin Downtown,Intel store need to be clean,Intel store need to be clean,FF Intel & Dell Server Room-1,,Asset,2023-10-13,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-13,Cessna - Soft Service Team,bm,Proactive,B9,Within SLA,2023-10-14
HCLCESTE-2304661,South,Texas,Austin Downtown,Handicap rest room need to be clean,Handicap rest room need to be clean,LHS,,Asset,2023-10-13,Mobile_App,Request,Cleaning *,WC - Not Cleaned*,Closed,Normal,2023-10-13,Cessna - Soft Service Team,bm,Proactive,LHS,Within SLA,2023-10-14
CHNCAMTE-2313718,South,Florida,Miami Central,SMBWA,Found damaged motor belt inside the guard & guard also not fixed properly,T1,,Asset,2023-10-09,Web,Request,QHSE*,QHSE Technical Service*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,T1,SLA Elapsed,2023-10-11
MDUELCTE-2306668,West,California,San Francisco Downtown,UA/UC Observation,Fire Extinguisher Signage not available.,RMG RM,,Asset,2023-10-09,Web,Request,QHSE*,QHSE Technical Service*,Closed,Normal,2023-10-12,MDU-Fire And Safety Team,bm,Proactive,Utility,Within SLA,2023-10-11
BLRJIGTE-2305373,South,Texas,Austin South,Painting *,Entire IT Room painting needs to do be done at  Tower-1 / Floor-5 (T1) / IT ROOM,F-5 (T1),,Asset,2023-07-05,Email,Complaint,Painting *,Painting*,Closed,Normal,2023-10-09,Jigini-Electrical Team,bm,Proactive,T-1,Within SLA,2023-10-10
BLRMTPTE-2303828,South,Texas,Dallas Uptown,Window glass gum mark need to bee clean,Window glass gum mark need to bee clean,ODC4,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,C4,Within SLA,2023-10-10
CANDORTE-2303968,South,Illinois,Chicago Loop,Need to be clean,Need to be clean,PACO,,Asset,2023-10-09,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-09,ElectroMechanical Team,bm,Proactive,T11,Within SLA,2023-10-10
CHNOZOTE-2305554,South,Florida,Miami South,All water dispenser need to week end deep cleaning,All water dispenser need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
VIJSEZTE-2306042,South,Tennessee,Nashville Green Hills,ID card tag broken,OD card tag broken please provide new Tag.,DISCUSSION ROOM(PENNA),,Asset,2023-10-13,One_Campus,Request,STATIONERY*,Stationary Supplies*,Closed,Normal,2023-10-13,VIJ_SEZ-Soft Service Team,bm,Reactive,MEDHA TOWER,Within SLA,2023-10-14
CHNCAMTE-2313731,South,Florida,Miami Central,Doors & Barriers-Cmn*,Door closure need to be checked and its creating noise. at  TOWER 3 / Second Floor/GRR,2F,,Asset,2023-10-09,Email,Complaint,Doors & Barriers-Cmn*,Door Closer*,Closed,High,2023-10-17,HCL CHN - M&E Team,bm,Proactive,T3,SLA Elapsed,2023-10-10
AN43TE-2305456,West,Arizona,Phoenix Camelback East,Need to be weekly water drain line cleaning in breakout.,Need to be weekly water drain line cleaning in breakout.,BA#1,,Asset,2023-10-15,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-15,ElectroMechanical Team,bm,Proactive,NSLTZ,Within SLA,2023-10-16
BLRMTPTE-2303826,South,Texas,Dallas Uptown,Passage paint mark need to bee clean,Passage paint mark need to bee clean,WA,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,WA,Within SLA,2023-10-10
HCLCESTE-2304663,South,Texas,Austin Downtown,Mail room need to be clean,Mail room need to be clean,Telepresence Room,,Asset,2023-10-13,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-13,Cessna - Soft Service Team,bm,Proactive,B9,Within SLA,2023-10-14
CHETA3TE-2308872,South,Florida,Miami Downtown,OSS GRR URINAL no 02 leekege,OSS GRR URINAL no 02 leekege,BLK2,,Asset,2023-10-11,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-12,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-12
CHETA3TE-2309291,South,Florida,Miami Downtown,Lgf odc 3 LRR wc no:03 continue water running,Lgf odc 3 LRR wc no:03 continue water running,BLK2,,Asset,2023-10-19,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-19,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-20
CHNOZOTE-2305555,South,Florida,Miami South,All meeting room need to week end deep cleaning,All meeting room need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
HYDHTCTE-2306217,West,Arizona,Phoenix Midtown,L3 Godavari meeting room door latches not working properly,L3 Godavari meeting room door latches not working properly,Godavari Meeting Room ( 10 Seater ),,Asset,2023-10-09,Mobile_App,Request,CARPENTRY*,Door Latches Not Working / Broken*,Closed,Normal,2023-10-10,HITech-Electrical Team,bm,Proactive,H01B,Within SLA,2023-10-10
CHETA3TE-2308873,South,Florida,Miami Downtown,OSS GRR URINAL no 08 leekege,OSS GRR URINAL no 08 leekege,BLK2,,Asset,2023-10-11,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-12,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-12
CHETA3TE-2308770,South,Florida,Miami Downtown,"UGF ODC -9 LRR wash basin no-5,6 wash basin sensor not working to be rectified in the issue. By VELU","UGF ODC -9 LRR wash basin no-5,6 wash basin sensor not working to be rectified in the issue. By VELU",GF,,Asset,2023-10-09,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-09,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-10
CHETA3TE-2308875,South,Florida,Miami Downtown,Nss GRR UR no 05 water over flowing,Nss GRR UR no 05 water over flowing,BLK2,,Asset,2023-10-11,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-11,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-12
BLRJIGTE-2309454,South,Texas,Austin South,Cleaning *,"The toilet has been emitting an extremely strong and unpleasant odor, causing significant discomfort to the ones using it.I kindly request that the cleaning and maintenance team thoroughly investigate the source of the odor and take the necessary steps to eliminate it /Tower-4 / Floor-4 (T4) / Wing-C (T4) / Mens wash room",Mens wash room,,Asset,2023-10-13,Email,Request,Cleaning *,Air Freshener*,Closed,High,2023-10-14,Jigini-Soft Service Team,bm,Proactive,W-C (T4),Within SLA,2023-10-14
CHETA3TE-2309052,South,Florida,Miami Downtown,"OSS GRR URINAL no 09,10,11,12 blockage","OSS GRR URINAL no 09,10,11,12 blockage",BLK2,,Asset,2023-10-13,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-14,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-14
CHETA3TE-2308874,South,Florida,Miami Downtown,OSS GRR wash basin no 06 water not come,OSS GRR wash basin no 06 water not come,BLK2,,Asset,2023-10-11,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-10-12,ETA3 Plumber Team,bm,Proactive,BLK2,Within SLA,2023-10-12
PUNAMBTE2306203,West,Arizona,Phoenix North,3rd floor Gp01-03-06-W- 02 to cool,3rd floor Gp01-03-06-W- 02 to cool,Honda- ODC Cubical,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Cool*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
MDUELCTE-2306677,West,California,San Francisco Downtown,Coffee machine not working in Tower-2 4th floor break out.,Coffee machine not working in Tower-2 4th floor break out.,F4(T2),,Asset,2023-10-09,Mobile_App,Request,PANTRY*,Vending Machine Not Cleaned / Not Working*,Closed,Normal,2023-10-10,MDU-Soft Service Team,bm,Proactive,Tower2,Within SLA,2023-10-10
CHNCAMTE-2313723,South,Florida,Miami Central,Plumbing*,Urinal # 4 Sensor not working. at  TOWER 3 / Ground Floor / Left Wing / GENTS REST ROOM,GRR1,,Asset,2023-10-09,Email,Request,Plumbing*,Urinal Sensor*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,LW,SLA Elapsed,2023-10-10
CHNCAMTE-2313729,South,Florida,Miami Central,Fixtures & Fittings *,Mirror above false celling damaged due to leakage. at   TOWER 3 / Second Floor / Right Wing / LADIES REST ROOM,LRR 2,,Asset,2023-10-09,Email,Complaint,Fixtures & Fittings *,Celling Tiles*,Open,High,,HCL CHN - M&E Team,bm,Proactive,RW,SLA Elapsed,2023-10-10
CHNCAMTE-2313741,South,Florida,Miami Central,Plumbing*,Urinal # 3 Sensor is not working. at  TOWER 3 / Third Floor / Left Wing / GENTS REST ROOM,GRR 1,,Asset,2023-10-09,Email,Request,Plumbing*,Urinal Sensor*,Open,Normal,,HCL CHN - M&E Team,bm,Proactive,LW,SLA Elapsed,2023-10-10
CHETA3TE-2309294,South,Florida,Miami Downtown,LGF cafe GRR & LRR exhaust fan not working,LGF cafe GRR & LRR exhaust fan not working,Cafe-GRR,,Asset,2023-10-19,Mobile_App,Request,Electrical*,Exhaust Fan Not Working*,Closed,Normal,2023-10-19,ETA3 Electrical Team,bm,Proactive,SW,Within SLA,2023-10-20
CHETA3TE-2309292,South,Florida,Miami Downtown,Lgf passage vacuum need to be clean,Lgf passage vacuum need to be clean,BLK2,,Asset,2023-10-19,Mobile_App,Request,Cleaning *,Carpet*,Closed,High,2023-10-19,ETA3 Soft Service Team,bm,Proactive,BLK2,Within SLA,2023-10-20
CHNCAMTE-2314212,South,Florida,Miami Central,PSB Panel 4th floor electrical room-1 42nd week pm,PSB Panel 4th floor electrical room-1 42nd week pm,T2,,Asset,2023-10-14,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-14,T2 - M&E Team,bm,Proactive,T2,Within SLA,2023-10-14
VIJSEZTE-2306109,South,Tennessee,Nashville Green Hills,3rd floor odc-3 w/s -24 cable raseway loose,3rd floor odc-3 w/s -24 cable raseway loose,F3,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-15
BLRMTPTE-2303827,South,Texas,Dallas Uptown,Seat number 5 Gum mark need to bee clean,Seat number 5 Gum mark need to bee clean,ODC4,,Asset,2023-10-09,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-09,BLR_MTP - Soft Service Team,bm,Proactive,C4,Within SLA,2023-10-10
CHNOZOTE-2305559,South,Florida,Miami South,Dishwasher area need to week end deep cleaning,Dishwasher area need to week end deep cleaning,5F,,Asset,2023-10-15,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-15,Ozone Soft Service Team,bm,Proactive,OZ,Within SLA,2023-10-16
PUNAMBTE2306204,West,Arizona,Phoenix North,4th floor Gp01-04-01-W- 22 to cool,4th floor Gp01-04-01-W- 22 to cool,Work Station Area,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Cool*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
BLRGRTTE-2303800,South,Texas,Austin North,Conference room 36w fitting cover not properly fixed,Conference room 36w fitting cover not properly fixed,CR,,Asset,2023-10-11,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-11,GRTP_Electrical Team,bm,Proactive,VB,Within SLA,2023-10-11
CHNCAMTE-2314530,South,Florida,Miami Central,Wash basin #2 under leakage,Wash basin #2 under leakage,LADIES  REST ROOM-2,,Asset,2023-10-18,Mobile_App,Request,Plumbing*,Sinks*,On Hold,High,,T1 - M&E Team,bm,Proactive,CW,Within SLA,2023-10-19
CHNCAMTE-2314538,South,Florida,Miami Central,Air Condition*,Please increase the A/C cooling  in 302B at USAA project Tower -5 3rd floor.,MR,,Asset,2023-10-18,Email,Complaint,Air Condition*,Too Warm*,Closed,High,2023-10-18,HCL CHN - M&E Team,bm,Proactive,RW,Within SLA,2023-10-19
CHETA1TE-2304987,South,Florida,Miami Beach,Need to fix switch dummy on 8 module and 2 module Switch plates at ODC 502-A meeting room.,Need to fix switch dummy on 8 module and 2 module Switch plates at ODC 502-A meeting room.,ODC 501-A,,Asset,2023-10-18,Mobile_App,Request,Electrical*,Power Socket Not Working*,Closed,Normal,2023-10-18,ETA1 Electrical Team,bm,Proactive,F5 LW,Within SLA,2023-10-19
CHNOZOTE-2302989,South,Florida,Miami South,Need to be light off,Need to be light off,ODC,,Asset,2023-07-10,Mobile_App,Request,Electrical*,Light Switch*,Closed,Critical,2023-07-10,Ozone Electrical Team,bm,Proactive,6F (LW),Within SLA,2023-07-10
CHETA3TE-2309257,South,Florida,Miami Downtown,Air Condition*,"Too cold, Reduce the AC at Block 3 / LGF Basement-1 / LAB 1 / SI LAB",LGF B1,,Asset,2023-10-18,Phone,Request,Air Condition*,Too Cool*,Closed,High,2023-10-18,ETA3 HVAC Team,bm,Proactive,BLK3,Within SLA,2023-10-19
BLRJIGTE-2309290,South,Texas,Austin South,Air Condition*,"Feeling too warm, Kindly switch on the AC at  Tower-4 / Floor-8 (T4) / Wing-C (T4) / ODC 6/W9",ODC 6,,Asset,2023-10-09,Phone,Complaint,Air Condition*,Too Warm*,Closed,High,2023-10-10,Jigini-HVAC Team,bm,Proactive,W-C (T4),Within SLA,2023-10-10
CHNCAMTE-2314293,South,Florida,Miami Central,Tower -3 402B ODC Need Extension Box Supply Source.,Tower -3 402B ODC Need Extension Box Supply Source.,MR,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Junction Box*,Closed,Critical,2023-10-15,HCL CHN - M&E Team,bm,Proactive,RW,Within SLA,2023-10-15
PUNAMBTE2306206,West,Arizona,Phoenix North,2nd floor rhombous room to warm,2nd floor rhombous room to warm,Rhombous Room,,Asset,2023-10-09,Mobile_App,Request,Air Condition*,Too Warm*,Closed,High,2023-10-09,? HCL PUN_AMB FORT HVAC Team,bm,Proactive,Amber Fort,Within SLA,2023-10-10
BLRGRTTE-2303801,South,Texas,Austin North,ODC03 WS36 network junction box hanging,ODC03 WS36 network junction box hanging,ODC3,,Asset,2023-10-11,Mobile_App,Request,Electrical*,Junction Box*,Closed,Critical,2023-10-11,GRTP_Electrical Team,bm,Proactive,VB,Within SLA,2023-10-11
VIJSEZTE-2306110,South,Tennessee,Nashville Green Hills,3rd floor odc-3 w/s-29 cable raseway loose,3rd floor odc-3 w/s-29 cable raseway loose,F3,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Outlet Covers*,Closed,Critical,2023-10-15,VIJ_SEZ-Electrical Team,bm,Proactive,MEDHA TOWER,Within SLA,2023-10-15
CHNCAMTE-2314295,South,Florida,Miami Central,Socket Need To Replace.,Socket Need To Replace.,GENTS REST ROOM-2,,Asset,2023-10-15,Mobile_App,Request,Electrical*,Power Socket Not Working*,Closed,Normal,2023-10-15,HCL CHN - M&E Team,bm,Proactive,CW,Within SLA,2023-10-16
CHETA3TE-2309293,South,Florida,Miami Downtown,Cafeteria table chairs need to be areged,Cafeteria table chairs need to be areged,BLK2,,Asset,2023-10-19,Mobile_App,Request,Cleaning *,Chairs/Tables Not Cleaned*,Closed,Normal,2023-10-19,ETA3 Soft Service Team,bm,Proactive,BLK2,Within SLA,2023-10-20
CHNOZOTE-2302240,South,Florida,Miami South,6th floor East Side LRR WC3 HF Gun Leakage,6th floor East Side LRR WC3 HF Gun Leakage,6F (CW),,Asset,2023-05-03,Mobile_App,Request,Plumbing*,Health - Faucet / Taps / Damage*,Closed,Normal,2023-05-03,Ozone M&E Team,bm,Proactive,6F (CW),Within SLA,2023-05-04
